JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,description,match,clean_desc,exp_years
CL010,Cloud Engineer - Experienced,Senior-Level,4–8 years,"AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; Jenkins; GitLab CI; CircleCI; Cloud Security: IAM, RBAC, encryption, compliance; Monitoring & Logging: CloudWatch, Prometheus, ELK; Networking: VPC, load balancers, DNS, firewall rules; Python; Bash; PowerShell; Database & Storage: SQL, NoSQL, S3, Azure Blob Storage","Architect, deploy, and manage scalable cloud infrastructure; Lead automation and CI/CD pipelines; Implement advanced cloud security practices; Mentor junior engineers; Collaborate cross-team",Cloud; Infrastructure; DevOps; Senior-Level; Remote; AWS; Azure; GCP; Automation; Containerization,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; jenkins; gitlab ci; circleci; cloud security: iam, rbac, encryption, compliance; monitoring & logging: cloudwatch, prometheus, elk; networking: vpc, load balancers, dns, firewall rules; python; bash; powershell; database & storage: sql, nosql, s3, azure blob storage",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm jenkins gitlab ci circleci cloud security iam rbac encryption compliance monitoring logging cloudwatch prometheus elk networking vpc load balancers dns firewall rules python bash powershell database storage sql nosql s3 azure blob storage,4
CL011,Cloud Engineer - Experienced,Senior-Level,5–9 years,"AWS advanced; Azure advanced; GCP advanced; Terraform/CloudFormation/Ansible; Kubernetes; Helm; Docker Swarm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring/Logging: CloudWatch, Prometheus, ELK; Networking; Python/Bash/PowerShell; SQL, NoSQL, S3, Azure Blob",Design and manage multi-region cloud solutions; Automate infrastructure; Lead cloud migration projects; Mentor junior engineers; Ensure security and compliance,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; DevOps,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform/cloudformation/ansible; kubernetes; helm; docker swarm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring/logging: cloudwatch, prometheus, elk; networking; python/bash/powershell; sql, nosql, s3, azure blob",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd jenkins gitlab ci circleci cloud security monitoring logging cloudwatch prometheus elk networking python bash powershell sql nosql s3 azure blob,5
CL012,Cloud Engineer - Experienced,Senior-Level,5–8 years,"AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring: CloudWatch, Prometheus, ELK; Networking & Storage; Python; Bash; PowerShell",Lead cloud architecture design; Implement scalable CI/CD pipelines; Ensure DevSecOps compliance; Monitor cloud infrastructure; Mentor team members,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; CI/CD; Security,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring: cloudwatch, prometheus, elk; networking & storage; python; bash; powershell",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd jenkins gitlab ci circleci cloud security monitoring cloudwatch prometheus elk networking storage python bash powershell,5
CL013,Cloud Engineer - Experienced,Senior-Level,6+ years,"AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Docker/Kubernetes; Helm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring: CloudWatch, Prometheus, ELK; Networking; Storage; Python/Bash/PowerShell",Architect multi-region cloud solutions; Implement automation and monitoring; Secure cloud environments; Lead cloud engineering teams,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; docker/kubernetes; helm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring: cloudwatch, prometheus, elk; networking; storage; python/bash/powershell",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible docker kubernetes helm ci cd jenkins gitlab ci circleci cloud security monitoring cloudwatch prometheus elk networking storage python bash powershell,6
CL014,Cloud Engineer - Experienced,Senior-Level,5–9 years,"AWS; Azure; GCP; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring: CloudWatch, Prometheus, ELK; Networking; Storage; Scripting: Python, Bash, PowerShell",Design and manage enterprise-scale cloud deployments; Automate infrastructure; Enforce security compliance; Mentor junior cloud engineers; Collaborate cross-team,Cloud; DevOps; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security,"cloud engineer - experienced aws; azure; gcp; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring: cloudwatch, prometheus, elk; networking; storage; scripting: python, bash, powershell",0.0,cloud engineer experienced aws azure gcp terraform cloudformation ansible kubernetes helm docker swarm ci cd jenkins gitlab ci circleci cloud security monitoring cloudwatch prometheus elk networking storage scripting python bash powershell,5
CL015,Cloud Engineer - Experienced,Senior-Level,6+ years,"AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring/Logging: CloudWatch, Prometheus, ELK; Networking & Storage; Python/Bash/PowerShell",Lead cloud infrastructure projects; Implement automated CI/CD pipelines; Optimize resource usage; Ensure cloud security and compliance; Mentor and guide team,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring/logging: cloudwatch, prometheus, elk; networking & storage; python/bash/powershell",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd jenkins gitlab ci circleci cloud security monitoring logging cloudwatch prometheus elk networking storage python bash powershell,6
CL016,Cloud Engineer - Experienced,Senior-Level,7+ years,"AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD: Jenkins, GitLab CI, CircleCI; Cloud Security; Monitoring/Logging: CloudWatch, Prometheus, ELK; Networking; Storage; Python/Bash/PowerShell","Architect, deploy, and manage cloud environments; Enforce security best practices; Monitor systems; Lead cloud engineering teams across projects",Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security,"cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd: jenkins, gitlab ci, circleci; cloud security; monitoring/logging: cloudwatch, prometheus, elk; networking; storage; python/bash/powershell",0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd jenkins gitlab ci circleci cloud security monitoring logging cloudwatch prometheus elk networking storage python bash powershell,7
CL017,Cloud Engineer - Experienced,Senior-Level,6–8 years,AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD; Cloud Security; Monitoring; Networking; Python/Bash/PowerShell,Lead cloud architecture and CI/CD projects; Manage automation and security compliance; Mentor and coordinate cross-team efforts,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; DevOps,cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd; cloud security; monitoring; networking; python/bash/powershell,0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd cloud security monitoring networking python bash powershell,6
CL018,Cloud Engineer - Experienced,Senior-Level,5–9 years,AWS; Azure; GCP; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD; Cloud Security; Monitoring; Networking; Storage; Python/Bash/PowerShell,Architect enterprise-scale deployments; Implement CI/CD pipelines; Enforce security compliance; Mentor junior engineers,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; DevOps,cloud engineer - experienced aws; azure; gcp; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd; cloud security; monitoring; networking; storage; python/bash/powershell,0.0,cloud engineer experienced aws azure gcp terraform cloudformation ansible kubernetes helm docker swarm ci cd cloud security monitoring networking storage python bash powershell,5
CL019,Cloud Engineer - Experienced,Senior-Level,6+ years,AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD; Cloud Security; Monitoring; Networking; Storage; Python/Bash/PowerShell,Lead cloud infrastructure and automation projects; Implement CI/CD pipelines; Optimize cloud resources and enforce security; Mentor junior engineers,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security,cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd; cloud security; monitoring; networking; storage; python/bash/powershell,0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd cloud security monitoring networking storage python bash powershell,6
CL020,Cloud Engineer - Experienced,Senior-Level,7+ years,AWS advanced; Azure advanced; GCP advanced; Terraform; CloudFormation; Ansible; Kubernetes; Helm; Docker Swarm; CI/CD; Cloud Security; Monitoring; Networking; Storage; Python/Bash/PowerShell,Architect and manage cloud environments; Lead engineering teams; Enforce security best practices; Monitor cloud systems,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Leadership; Automation,cloud engineer - experienced aws advanced; azure advanced; gcp advanced; terraform; cloudformation; ansible; kubernetes; helm; docker swarm; ci/cd; cloud security; monitoring; networking; storage; python/bash/powershell,0.0,cloud engineer experienced aws advanced azure advanced gcp advanced terraform cloudformation ansible kubernetes helm docker swarm ci cd cloud security monitoring networking storage python bash powershell,7
CW-001,Content Writer,Fresher,0-2,Grammar and punctuation; Clarity in writing; Research skills; Fact-checking; Tone and style adaptation; Basic SEO; Editing and proofreading; WordPress basics; Digital marketing basics; AI writing tools awareness,Produce high-quality blog and article content; Research topics and ensure factual accuracy; Adapt tone and style for target audiences; Implement basic on-page SEO techniques; Edit and proofread content; Publish content on CMS platforms; Collaborate with team for content ideas; Learn and use AI writing tools for content creation,Content Writing; Grammar; Proofreading; SEO Basics; Research; WordPress; AI Writing Tools; Blogs; Articles; Social Media Content,content writer grammar and punctuation; clarity in writing; research skills; fact-checking; tone and style adaptation; basic seo; editing and proofreading; wordpress basics; digital marketing basics; ai writing tools awareness,0.0,content writer grammar and punctuation clarity in writing research skills fact checking tone and style adaptation basic seo editing and proofreading wordpress basics digital marketing basics ai writing tools awareness,0
CW-002,Content Writer,Fresher,0-2,Content creation; Blog and article writing; Editing and proofreading; SEO basics; Keyword usage; Fact-checking; Research; CMS basics; Time management; Creativity,Write and publish blogs and articles; Conduct topic research and fact-checking; Optimize content for basic SEO; Edit and proofread for clarity and grammar; Collaborate with marketing and design teams; Manage multiple content tasks and deadlines; Use CMS for content publishing; Learn AI-assisted content creation tools,Content Writing; SEO Basics; Blogs; Articles; Keyword Usage; Proofreading; Research; CMS; Creativity; Time Management,content writer content creation; blog and article writing; editing and proofreading; seo basics; keyword usage; fact-checking; research; cms basics; time management; creativity,0.0,content writer content creation blog and article writing editing and proofreading seo basics keyword usage fact checking research cms basics time management creativity,0
CW-003,Content Writer,Mid-Level,2-5,Advanced writing skills; SEO optimization; Content strategy support; Editing and proofreading; Research and fact-checking; Blog and article writing; Social media content; AI-assisted content tools; WordPress or CMS proficiency; Digital marketing awareness,Produce high-quality content aligned with SEO strategy; Conduct research for content accuracy; Optimize articles and blogs for search engines; Edit and proofread content for publication; Create social media posts; Support content strategy planning; Collaborate with SEO and marketing teams; Leverage AI tools to enhance content creation,Content Writing; SEO; Editing; Blog Writing; Social Media Content; AI Tools; WordPress; Proofreading; Research; Content Strategy,content writer advanced writing skills; seo optimization; content strategy support; editing and proofreading; research and fact-checking; blog and article writing; social media content; ai-assisted content tools; wordpress or cms proficiency; digital marketing awareness,0.0,content writer advanced writing skills seo optimization content strategy support editing and proofreading research and fact checking blog and article writing social media content ai assisted content tools wordpress or cms proficiency digital marketing awareness,2
CW-004,Content Writer,Mid-Level,3-5,"Content strategy development; SEO keyword research; Advanced writing and editing; Fact-checking and research; Multi-format content creation (blogs, social media, video scripts); CMS tools; AI content tools; Analytics basics; Collaboration; Time management",Create and optimize content for various formats; Perform keyword research and implement SEO best practices; Edit and proofread content; Conduct in-depth research for accurate information; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Track content performance using analytics; Manage deadlines and multiple projects,Content Writing; SEO; Content Strategy; Editing; Blogs; Social Media Content; AI Tools; CMS; Research; Time Management,"content writer content strategy development; seo keyword research; advanced writing and editing; fact-checking and research; multi-format content creation (blogs, social media, video scripts); cms tools; ai content tools; analytics basics; collaboration; time management",0.0,content writer content strategy development seo keyword research advanced writing and editing fact checking and research multi format content creation blogs social media video scripts cms tools ai content tools analytics basics collaboration time management,3
CW-005,Content Writer,Experienced,5-8,"Content strategy; SEO optimization and backlinking; Advanced writing and editing; Multi-format content creation; Fact-checking and research; Digital marketing tools (Google Analytics, SEMrush); CMS and AI writing tools; Analytics and performance measurement; Collaboration with marketing and design teams; KPI tracking","Lead content strategy development and execution; Create SEO-optimized multi-format content; Perform research and fact-checking for accurate content; Edit and proofread all content; Collaborate with marketing, SEO, and design teams; Track content KPIs and analyze performance; Use AI tools for efficient content creation; Implement backlinking and content promotion strategies; Develop content calendars; Mentor junior content writers",Content Strategy; SEO; Backlinking; Multi-format Content; Google Analytics; SEMrush; AI Tools; CMS; Editing; Research,"content writer content strategy; seo optimization and backlinking; advanced writing and editing; multi-format content creation; fact-checking and research; digital marketing tools (google analytics, semrush); cms and ai writing tools; analytics and performance measurement; collaboration with marketing and design teams; kpi tracking",0.0,content writer content strategy seo optimization and backlinking advanced writing and editing multi format content creation fact checking and research digital marketing tools google analytics semrush cms and ai writing tools analytics and performance measurement collaboration with marketing and design teams kpi tracking,5
CW-006,Content Writer,Experienced,5-10,"Advanced content strategy; SEO and keyword research; Content marketing; Multi-format content creation (blogs, whitepapers, social media, scripts); Editing and fact-checking; Digital marketing tools (Google Analytics, SEMrush, HubSpot); AI-assisted content creation; Performance tracking and KPI analysis; Collaboration with teams; Project management for content initiatives","Develop and implement content strategies; Create multi-format content aligned with SEO and marketing goals; Conduct keyword research and optimize content; Edit and proofread all content; Collaborate with marketing, design, and SEO teams; Track content performance using analytics tools; Use AI tools to enhance content production; Ensure content aligns with brand voice and guidelines; Manage content calendars and deadlines; Mentor and guide junior writers",Content Strategy; SEO; Content Marketing; Multi-format Content; Google Analytics; SEMrush; HubSpot; AI Tools; Editing; Project Management,"content writer advanced content strategy; seo and keyword research; content marketing; multi-format content creation (blogs, whitepapers, social media, scripts); editing and fact-checking; digital marketing tools (google analytics, semrush, hubspot); ai-assisted content creation; performance tracking and kpi analysis; collaboration with teams; project management for content initiatives",0.0,content writer advanced content strategy seo and keyword research content marketing multi format content creation blogs whitepapers social media scripts editing and fact checking digital marketing tools google analytics semrush hubspot ai assisted content creation performance tracking and kpi analysis collaboration with teams project management for content initiatives,5
CW-007,Content Writer,Fresher,0-1,Writing and grammar; SEO basics; Content research; Proofreading; Adaptation of tone and style; WordPress basics; AI content tools awareness; Digital marketing basics; Creativity; Time management,Write clear and engaging content for blogs and social media; Assist in keyword research and basic SEO implementation; Proofread and edit content; Research topics for content accuracy; Publish content via CMS; Collaborate with team members on content ideas; Learn AI-assisted writing tools; Ensure content follows brand guidelines; Meet content deadlines; Adapt content style for different audiences,Content Writing; SEO; Proofreading; WordPress; AI Tools; Blogs; Articles; Research; Creativity; Time Management,content writer writing and grammar; seo basics; content research; proofreading; adaptation of tone and style; wordpress basics; ai content tools awareness; digital marketing basics; creativity; time management,0.0,content writer writing and grammar seo basics content research proofreading adaptation of tone and style wordpress basics ai content tools awareness digital marketing basics creativity time management,0
CW-008,Content Writer,Mid-Level,2-5,Content strategy support; Advanced writing and editing; SEO optimization; Research and fact-checking; Multi-format content creation; CMS proficiency; AI content tools; Collaboration; Time management; Digital marketing awareness,"Create SEO-friendly content for blogs, social media, and articles; Perform research and fact-checking; Edit and proofread content; Support content strategy planning; Use CMS and AI tools for content creation; Collaborate with marketing and SEO teams; Track content performance; Maintain consistent brand voice; Adapt content for various audiences; Meet project deadlines",Content Writing; SEO; Content Strategy; Editing; Research; Multi-format Content; CMS; AI Tools; Collaboration; Time Management,content writer content strategy support; advanced writing and editing; seo optimization; research and fact-checking; multi-format content creation; cms proficiency; ai content tools; collaboration; time management; digital marketing awareness,0.0,content writer content strategy support advanced writing and editing seo optimization research and fact checking multi format content creation cms proficiency ai content tools collaboration time management digital marketing awareness,2
CW-009,Content Writer,Experienced,5-8,Content strategy development; Advanced SEO skills; Multi-format content creation; Editing and fact-checking; Digital marketing tools; AI-assisted content creation; Analytics and KPI tracking; Collaboration and team management; Brand voice consistency; Project management,Develop and execute content strategies; Create SEO-optimized multi-format content; Edit and proofread content for quality and accuracy; Use digital marketing tools to track performance; Leverage AI tools for content creation and optimization; Collaborate with marketing and design teams; Ensure consistency in brand voice; Track content KPIs; Manage content calendars; Mentor junior content writers,Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Brand Voice; Project Management,content writer content strategy development; advanced seo skills; multi-format content creation; editing and fact-checking; digital marketing tools; ai-assisted content creation; analytics and kpi tracking; collaboration and team management; brand voice consistency; project management,0.0,content writer content strategy development advanced seo skills multi format content creation editing and fact checking digital marketing tools ai assisted content creation analytics and kpi tracking collaboration and team management brand voice consistency project management,5
CW-010,Content Writer,Experienced,6-10,"Content strategy; SEO and keyword optimization; Content marketing; Editing and proofreading; Multi-format content creation; Digital marketing tools (Google Analytics, SEMrush, HubSpot); AI-assisted writing; Collaboration with cross-functional teams; Performance tracking and KPI analysis; Project management for content initiatives","Lead content strategy and planning; Create and optimize multi-format content; Edit and proofread content; Implement SEO and keyword optimization strategies; Use digital marketing tools to measure performance; Leverage AI-assisted writing tools; Collaborate with marketing, SEO, and design teams; Track content performance and KPIs; Manage content calendars and deadlines; Ensure alignment with brand guidelines",Content Strategy; SEO; Content Marketing; Editing; Multi-format Content; Digital Marketing Tools; AI Writing Tools; Collaboration; Analytics; Project Management,"content writer content strategy; seo and keyword optimization; content marketing; editing and proofreading; multi-format content creation; digital marketing tools (google analytics, semrush, hubspot); ai-assisted writing; collaboration with cross-functional teams; performance tracking and kpi analysis; project management for content initiatives",0.0,content writer content strategy seo and keyword optimization content marketing editing and proofreading multi format content creation digital marketing tools google analytics semrush hubspot ai assisted writing collaboration with cross functional teams performance tracking and kpi analysis project management for content initiatives,6
CW-011,Content Writer,Fresher,0-1,Basic writing and grammar; SEO fundamentals; Research and fact-checking; CMS familiarity; Proofreading; Tone and style adaptation; Digital marketing awareness; AI writing tool exposure; Creativity; Time management,Write engaging blog posts and articles; Research and verify content accuracy; Apply basic SEO practices; Proofread and edit content; Publish content on CMS platforms; Adapt writing style for different audiences; Collaborate with marketing team; Learn to use AI-assisted writing tools; Meet content deadlines; Ensure content aligns with brand voice,Content Writing; SEO; Proofreading; WordPress; AI Tools; Research; Blogs; Articles; Creativity; Time Management,content writer basic writing and grammar; seo fundamentals; research and fact-checking; cms familiarity; proofreading; tone and style adaptation; digital marketing awareness; ai writing tool exposure; creativity; time management,0.0,content writer basic writing and grammar seo fundamentals research and fact checking cms familiarity proofreading tone and style adaptation digital marketing awareness ai writing tool exposure creativity time management,0
CW-012,Content Writer,Fresher,0-2,Writing clarity and grammar; SEO basics; Keyword usage; Research skills; CMS familiarity; AI tool awareness; Content formatting; Digital marketing awareness; Communication skills; Creativity,Produce high-quality blogs and articles; Perform keyword research and implement SEO basics; Research content topics; Use CMS to publish content; Edit and proofread content; Collaborate with marketing team; Adapt content style for audiences; Leverage AI tools for content creation; Maintain content calendar; Ensure brand alignment in content,Content Writing; SEO; Keywords; CMS; AI Tools; Blogs; Articles; Editing; Research; Creativity,content writer writing clarity and grammar; seo basics; keyword usage; research skills; cms familiarity; ai tool awareness; content formatting; digital marketing awareness; communication skills; creativity,0.0,content writer writing clarity and grammar seo basics keyword usage research skills cms familiarity ai tool awareness content formatting digital marketing awareness communication skills creativity,0
CW-013,Content Writer,Mid-Level,2-5,Content strategy support; SEO optimization; Advanced writing and editing; Research and fact-checking; Multi-format content creation; CMS tools; AI-assisted content creation; Collaboration with marketing teams; Digital marketing knowledge; Time management,Create and optimize content for multiple formats; Conduct keyword research and implement SEO strategies; Edit and proofread content for quality; Research for accurate content creation; Collaborate with marketing and design teams; Use CMS and AI tools for publishing; Support content strategy development; Track performance using analytics; Maintain content calendars; Ensure brand voice consistency,Content Writing; SEO; Content Strategy; Editing; Research; Multi-format Content; CMS; AI Tools; Collaboration; Time Management,content writer content strategy support; seo optimization; advanced writing and editing; research and fact-checking; multi-format content creation; cms tools; ai-assisted content creation; collaboration with marketing teams; digital marketing knowledge; time management,0.0,content writer content strategy support seo optimization advanced writing and editing research and fact checking multi format content creation cms tools ai assisted content creation collaboration with marketing teams digital marketing knowledge time management,2
CW-014,Content Writer,Mid-Level,3-5,"Content strategy planning; SEO keyword research; Advanced writing and editing; Content optimization; Research and fact-checking; Multi-format content creation; Digital marketing tools (GA, SEMrush); CMS and AI tools; Collaboration and teamwork; Time management",Plan and develop content strategy; Create SEO-optimized multi-format content; Perform editing and proofreading; Conduct in-depth research for content accuracy; Collaborate with marketing and SEO teams; Leverage AI tools for content creation; Use CMS for publishing content; Track content performance and KPIs; Maintain deadlines and content calendar; Ensure consistent brand messaging,Content Strategy; SEO; Multi-format Content; Editing; Research; CMS; AI Tools; Collaboration; Digital Marketing Tools; Time Management,"content writer content strategy planning; seo keyword research; advanced writing and editing; content optimization; research and fact-checking; multi-format content creation; digital marketing tools (ga, semrush); cms and ai tools; collaboration and teamwork; time management",0.0,content writer content strategy planning seo keyword research advanced writing and editing content optimization research and fact checking multi format content creation digital marketing tools ga semrush cms and ai tools collaboration and teamwork time management,3
CW-015,Content Writer,Experienced,5-8,"Content strategy development; Advanced SEO and keyword optimization; Multi-format content creation; Editing and proofreading; Digital marketing tools (GA4, SEMrush, HubSpot); AI-assisted writing; Analytics and KPI tracking; Collaboration with cross-functional teams; Content calendar management; Project management","Lead content strategy and execution; Create SEO-optimized blogs, articles, and multi-format content; Edit and proofread content for quality; Use digital marketing and analytics tools to monitor performance; Collaborate with marketing, design, and SEO teams; Implement AI-assisted content creation; Manage content calendars; Track KPIs and measure content impact; Ensure consistent brand voice; Mentor junior content writers",Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Project Management; Content Calendar,"content writer content strategy development; advanced seo and keyword optimization; multi-format content creation; editing and proofreading; digital marketing tools (ga4, semrush, hubspot); ai-assisted writing; analytics and kpi tracking; collaboration with cross-functional teams; content calendar management; project management",0.0,content writer content strategy development advanced seo and keyword optimization multi format content creation editing and proofreading digital marketing tools ga4 semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management,5
CW-016,Content Writer,Experienced,5-10,Content strategy leadership; Advanced SEO techniques; Content marketing; Editing and proofreading; Multi-format content creation; Digital marketing tools proficiency; AI-assisted content creation; Performance tracking; Collaboration and mentoring; Project management,Develop and implement comprehensive content strategies; Create and optimize multi-format content aligned with SEO and marketing goals; Edit and proofread content for quality assurance; Use analytics and marketing tools to measure content effectiveness; Leverage AI-assisted tools for content production; Collaborate with cross-functional teams; Manage content calendars and deadlines; Track content KPIs and adjust strategies; Mentor and train junior writers; Ensure content aligns with brand guidelines,Content Strategy; SEO; Content Marketing; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Performance Tracking; Collaboration; Project Management,content writer content strategy leadership; advanced seo techniques; content marketing; editing and proofreading; multi-format content creation; digital marketing tools proficiency; ai-assisted content creation; performance tracking; collaboration and mentoring; project management,0.0,content writer content strategy leadership advanced seo techniques content marketing editing and proofreading multi format content creation digital marketing tools proficiency ai assisted content creation performance tracking collaboration and mentoring project management,5
CW-017,Content Writer,Fresher,0-2,Writing clarity; Grammar and punctuation; Basic SEO knowledge; Content research; Proofreading; CMS familiarity; AI tools exposure; Creativity; Digital marketing awareness; Adaptable tone and style,Write engaging and clear content for blogs and articles; Perform research and fact-checking; Apply basic SEO practices; Proofread and edit content; Publish content on CMS; Adapt content style to audience; Collaborate with marketing teams; Familiarize with AI-assisted content tools; Maintain content deadlines; Ensure alignment with brand guidelines,Content Writing; SEO; Proofreading; CMS; AI Tools; Research; Creativity; Blogs; Articles; Digital Marketing,content writer writing clarity; grammar and punctuation; basic seo knowledge; content research; proofreading; cms familiarity; ai tools exposure; creativity; digital marketing awareness; adaptable tone and style,0.0,content writer writing clarity grammar and punctuation basic seo knowledge content research proofreading cms familiarity ai tools exposure creativity digital marketing awareness adaptable tone and style,0
CW-018,Content Writer,Mid-Level,2-5,Content strategy support; Advanced writing and editing; SEO optimization; Research and fact-checking; Multi-format content creation; CMS proficiency; AI-assisted content creation; Collaboration; Digital marketing awareness; Time management,"Create and optimize content for blogs, social media, and other formats; Perform keyword research and implement SEO strategies; Edit and proofread content; Conduct research to ensure accuracy; Collaborate with marketing and design teams; Use CMS and AI tools for publishing; Support content strategy planning; Track content performance using analytics; Maintain content calendars; Ensure brand consistency in content",Content Writing; SEO; Content Strategy; Editing; Research; CMS; AI Tools; Collaboration; Time Management; Multi-format Content,content writer content strategy support; advanced writing and editing; seo optimization; research and fact-checking; multi-format content creation; cms proficiency; ai-assisted content creation; collaboration; digital marketing awareness; time management,0.0,content writer content strategy support advanced writing and editing seo optimization research and fact checking multi format content creation cms proficiency ai assisted content creation collaboration digital marketing awareness time management,2
CW-019,Content Writer,Experienced,5-8,"Content strategy leadership; Advanced SEO; Multi-format content creation; Editing and proofreading; Digital marketing tools (GA, SEMrush, HubSpot); AI-assisted writing; Analytics and KPI tracking; Collaboration with cross-functional teams; Content calendar management; Project management",Lead content strategy development; Create SEO-optimized content for multiple formats; Edit and proofread content for accuracy and quality; Leverage digital marketing tools to monitor performance; Use AI-assisted content creation tools; Collaborate with cross-functional teams; Manage content calendars and deadlines; Track KPIs and adjust strategies accordingly; Ensure brand voice consistency; Mentor junior content writers,Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Project Management; Content Calendar,"content writer content strategy leadership; advanced seo; multi-format content creation; editing and proofreading; digital marketing tools (ga, semrush, hubspot); ai-assisted writing; analytics and kpi tracking; collaboration with cross-functional teams; content calendar management; project management",0.0,content writer content strategy leadership advanced seo multi format content creation editing and proofreading digital marketing tools ga semrush hubspot ai assisted writing analytics and kpi tracking collaboration with cross functional teams content calendar management project management,5
